,qid,docno,score,colbert_score,splade_score,colbert_rank,rank
109,2,174518,9.554192543029785,11.4296875,9.554192543029785,46,9
110,2,176527,9.38399887084961,12.125,9.38399887084961,22,10
111,2,136198,9.188191413879395,11.1484375,9.188191413879395,55,11
112,2,201643,9.156314849853516,13.7109375,9.156314849853516,8,12
113,2,174357,9.084476470947266,15.8671875,9.084476470947266,2,13
114,2,175156,8.94585132598877,13.125,8.94585132598877,11,14
115,2,174414,8.741991996765137,16.59375,8.741991996765137,1,15
116,2,201645,8.488812446594238,13.171875,8.488812446594238,10,16
117,2,177815,8.393085479736328,11.8125,8.393085479736328,29,17
118,2,136275,8.318885803222656,11.9453125,8.318885803222656,26,18
119,2,122671,8.127643585205078,15.8203125,8.127643585205078,3,19
120,2,174057,8.088155746459961,11.5546875,8.088155746459961,41,20
121,2,173960,7.951900959014893,12.984375,7.951900959014893,13,21
122,2,12447,7.739204406738281,10.4765625,7.739204406738281,98,22
123,2,174051,7.67432165145874,12.6328125,7.67432165145874,15,23
124,2,137905,7.569830417633057,10.90625,7.569830417633057,66,24
125,2,135787,7.542388439178467,14.5546875,7.542388439178467,6,25
126,2,175305,7.429267406463623,13.8828125,7.429267406463623,7,26
127,2,174941,7.389189720153809,12.125,7.389189720153809,21,27
128,2,162838,7.325961589813232,14.7265625,7.325961589813232,5,28
129,2,176580,7.13213586807251,11.1875,7.13213586807251,53,29
130,2,54584,7.048712730407715,10.515625,7.048712730407715,96,30
131,2,122029,6.77072811126709,10.9921875,6.77072811126709,61,31
132,2,54601,6.650146484375,10.8046875,6.650146484375,75,32
133,2,177840,6.633235454559326,10.9921875,6.633235454559326,60,33
134,2,173132,6.522169589996338,12.3828125,6.522169589996338,17,34
135,2,123470,6.473641872406006,13.0625,6.473641872406006,12,35
136,2,173576,6.416098594665527,11.75,6.416098594665527,32,36
137,2,82354,6.3670549392700195,10.59375,6.3670549392700195,85,37
138,2,175332,6.234935760498047,10.8671875,6.234935760498047,69,38
139,2,173230,6.212982177734375,12.71875,6.212982177734375,14,39
140,2,175162,6.191160202026367,11.390625,6.191160202026367,47,40
141,2,174064,6.069696426391602,11.953125,6.069696426391602,25,41
142,2,54660,6.032227516174316,11.4765625,6.032227516174316,45,42
143,2,175429,6.015139579772949,11.4921875,6.015139579772949,44,43
144,2,54557,5.862652778625488,10.9296875,5.862652778625488,64,44
145,2,174413,5.803587436676025,11.3828125,5.803587436676025,49,45
146,2,174354,5.793026924133301,12.34375,5.793026924133301,18,46
147,2,123964,5.763938903808594,10.84375,5.763938903808594,71,47
148,2,82352,5.608399391174316,10.8515625,5.608399391174316,70,48
149,2,175248,5.49160099029541,11.1640625,5.49160099029541,54,49
150,2,116270,5.475500106811523,10.5859375,5.475500106811523,86,50
151,2,175713,5.449728012084961,11.0234375,5.449728012084961,58,51
152,2,54586,5.330471515655518,10.6328125,5.330471515655518,82,52
153,2,55211,5.272546291351318,10.765625,5.272546291351318,76,53
154,2,175143,5.25366735458374,10.9609375,5.25366735458374,63,54
155,2,173407,5.215610504150391,12.234375,5.215610504150391,20,55
156,2,173583,5.201018333435059,11.2421875,5.201018333435059,51,56
157,2,123276,5.199110984802246,11.71875,5.199110984802246,34,57
158,2,175241,5.196205139160156,10.6484375,5.196205139160156,80,58
159,2,174122,5.04857873916626,11.6875,5.04857873916626,36,59
160,2,173259,5.044617652893066,12.0703125,5.044617652893066,23,60
161,2,173213,4.994424819946289,11.78125,4.994424819946289,30,61
162,2,176611,4.987225532531738,11.734375,4.987225532531738,33,62
163,2,173778,4.864444255828857,10.921875,4.864444255828857,65,63
164,2,218993,4.825138092041016,10.515625,4.825138092041016,97,64
165,2,173974,4.796224594116211,10.8828125,4.796224594116211,67,65
166,2,174298,4.7893900871276855,10.6015625,4.7893900871276855,84,66
167,2,122436,4.725127696990967,11.9453125,4.725127696990967,27,67
168,2,176661,4.6580328941345215,10.8359375,4.6580328941345215,73,68
169,2,152701,4.564464569091797,10.5234375,4.564464569091797,93,69
170,2,176608,4.524704933166504,10.5546875,4.524704933166504,90,70
171,2,82355,4.383681774139404,10.546875,4.383681774139404,91,71
172,2,177849,4.3486528396606445,12.0,4.3486528396606445,24,72
173,2,82353,4.336496353149414,10.8359375,4.336496353149414,72,73
174,2,173950,4.15826416015625,11.765625,4.15826416015625,31,74
175,2,54588,4.110742568969727,10.6328125,4.110742568969727,83,75
176,2,175795,4.071202278137207,10.9765625,4.071202278137207,62,76
177,2,55209,3.8620078563690186,11.015625,3.8620078563690186,59,77
178,2,173817,3.8017892837524414,10.828125,3.8017892837524414,74,78
179,2,176926,3.7059578895568848,11.109375,3.7059578895568848,56,79
180,2,221313,3.6778342723846436,10.7421875,3.6778342723846436,78,80
181,2,8627,3.2362499237060547,12.4296875,3.2362499237060547,16,81
182,2,173338,2.9664206504821777,10.4765625,2.9664206504821777,99,82
183,2,173313,2.8462862968444824,10.5234375,2.8462862968444824,94,83
184,2,54604,2.642359495162964,10.6875,2.642359495162964,79,84
185,2,135888,2.545137882232666,11.0625,2.545137882232666,57,85
186,2,177181,2.4679319858551025,11.7109375,2.4679319858551025,35,86
187,2,175409,2.450223922729492,11.6328125,2.450223922729492,38,87
188,2,177225,2.4373128414154053,11.6484375,2.4373128414154053,37,88
189,2,136250,2.4223084449768066,11.5,2.4223084449768066,43,89
190,2,125769,2.241454601287842,10.5390625,2.241454601287842,92,90
191,2,122212,2.2326996326446533,10.5234375,2.2326996326446533,95,91
192,2,176761,2.195180654525757,11.578125,2.195180654525757,40,92
193,2,175449,2.135486364364624,10.7578125,2.135486364364624,77,93
194,2,177213,2.119131326675415,10.578125,2.119131326675415,88,94
195,2,176816,2.11116361618042,11.609375,2.11116361618042,39,95
196,2,175819,2.1040358543395996,10.5859375,2.1040358543395996,87,96
197,2,177182,2.0756585597991943,10.6328125,2.0756585597991943,81,97
198,2,176924,2.049314498901367,11.5078125,2.049314498901367,42,98
199,2,115626,1.8718664646148682,10.8828125,1.8718664646148682,68,99
200,3,137905,11.078373908996582,11.7421875,11.078373908996582,12,0
201,3,173960,10.783866882324219,14.21875,10.783866882324219,0,1
202,3,136205,10.738889694213867,13.421875,10.738889694213867,1,2
203,3,135789,10.387516975402832,9.5859375,10.387516975402832,92,3
204,3,9175,10.264886856079102,9.8125,10.264886856079102,83,4
205,3,135786,10.104601860046387,9.71875,10.104601860046387,85,5
206,3,174220,10.0851411819458,9.8359375,10.0851411819458,82,6
207,3,135767,9.711016654968262,11.59375,9.711016654968262,15,7
208,3,201643,9.385030746459961,12.1875,9.385030746459961,7,8
209,3,174136,9.373067855834961,9.921875,9.373067855834961,76,9
210,3,136275,9.170761108398438,11.6015625,9.170761108398438,14,10
211,3,136198,9.080415725708008,10.1015625,9.080415725708008,59,11
212,3,6178,9.035150527954102,11.0546875,9.035150527954102,21,12
213,3,201645,9.001150131225586,12.140625,9.001150131225586,9,13
214,3,174339,8.610337257385254,10.3125,8.610337257385254,51,14
215,3,116661,8.552186012268066,9.7109375,8.552186012268066,86,15
216,3,174941,8.415741920471191,11.09375,8.415741920471191,20,16
217,3,174251,8.127291679382324,11.015625,8.127291679382324,22,17
218,3,175155,8.09984302520752,12.2421875,8.09984302520752,6,18
219,3,114847,7.916411876678467,9.6796875,7.916411876678467,88,19
220,3,119477,7.624234199523926,9.5234375,7.624234199523926,96,20
221,3,54584,7.579111099243164,9.921875,7.579111099243164,75,21
222,3,176580,7.574014186859131,9.9921875,7.574014186859131,71,22
223,3,176564,7.557066440582275,10.859375,7.557066440582275,28,23
224,3,122029,7.544188022613525,10.8671875,7.544188022613525,27,24
225,3,175332,7.433189868927002,10.1015625,7.433189868927002,58,25
226,3,175156,7.180681228637695,10.2421875,7.180681228637695,53,26
227,3,177840,7.157376289367676,9.9140625,7.157376289367676,77,27
228,3,173230,7.099191665649414,11.921875,7.099191665649414,10,28
229,3,173132,7.060911178588867,10.7734375,7.060911178588867,33,29
230,3,54601,6.960877418518066,10.265625,6.960877418518066,52,30
231,3,162838,6.931637287139893,9.953125,6.931637287139893,74,31
232,3,122671,6.916569232940674,11.7265625,6.916569232940674,13,32
233,3,173839,6.825777053833008,12.3828125,6.825777053833008,3,33
234,3,82354,6.800883769989014,9.96875,6.800883769989014,73,34
235,3,123964,6.761716365814209,10.0859375,6.761716365814209,61,35
236,3,174413,6.7588372230529785,10.3359375,6.7588372230529785,49,36
237,3,173576,6.734146595001221,10.3203125,6.734146595001221,50,37
238,3,175248,6.7284836769104,12.171875,6.7284836769104,8,38
239,3,175162,6.700013160705566,10.3828125,6.700013160705566,47,39
240,3,54660,6.588479042053223,10.7890625,6.588479042053223,31,40
241,3,175143,6.565519332885742,10.1640625,6.565519332885742,57,41
242,3,116688,6.485908031463623,10.171875,6.485908031463623,56,42
243,3,176925,6.2342753410339355,13.2734375,6.2342753410339355,2,43
244,3,54557,6.134082317352295,10.46875,6.134082317352295,43,44
245,3,175305,6.09879732131958,11.875,6.09879732131958,11,45
246,3,82352,6.030210494995117,10.4296875,6.030210494995117,46,46
247,3,174354,6.025106430053711,10.9921875,6.025106430053711,23,47
248,3,175713,5.9361186027526855,9.890625,5.9361186027526855,79,48
249,3,123470,5.826051235198975,10.796875,5.826051235198975,30,49
250,3,54586,5.698921203613281,10.1796875,5.698921203613281,55,50
251,3,218993,5.617763042449951,9.765625,5.617763042449951,84,51
252,3,176611,5.499975681304932,10.75,5.499975681304932,34,52
253,3,174122,5.49260139465332,10.4375,5.49260139465332,45,53
254,3,173258,5.481939792633057,9.9921875,5.481939792633057,69,54
255,3,173213,5.40007209777832,10.5546875,5.40007209777832,38,55
256,3,173974,5.333144664764404,9.515625,5.333144664764404,98,56
257,3,175193,5.273108959197998,9.515625,5.273108959197998,97,57
258,3,63097,5.2620134353637695,10.7734375,5.2620134353637695,32,58
259,3,122436,5.245580196380615,10.90625,5.245580196380615,26,59
260,3,173778,5.232005596160889,10.09375,5.232005596160889,60,60
261,3,176527,5.223254203796387,10.8125,5.223254203796387,29,61
262,3,177815,5.204688549041748,10.5546875,5.204688549041748,39,62
263,3,174357,5.153471946716309,11.4375,5.153471946716309,16,63
264,3,82353,4.861676216125488,10.6015625,4.861676216125488,35,64
265,3,177849,4.82541561126709,10.9375,4.82541561126709,25,65
266,3,54575,4.8238630294799805,9.6171875,4.8238630294799805,90,66
267,3,82355,4.792303085327148,10.0390625,4.792303085327148,64,67
268,3,116270,4.771548748016357,10.4609375,4.771548748016357,44,68
269,3,54588,4.441946506500244,10.0859375,4.441946506500244,62,69
270,3,174064,4.432827949523926,11.125,4.432827949523926,19,70
271,3,55209,4.390716552734375,9.6875,4.390716552734375,87,71
272,3,233392,4.24544095993042,10.53125,4.24544095993042,41,72
273,3,173950,4.0392279624938965,10.5234375,4.0392279624938965,42,73
274,3,173167,4.027793884277344,11.171875,4.027793884277344,18,74
275,3,135787,3.92720365524292,9.9921875,3.92720365524292,70,75
276,3,174375,3.922186851501465,9.84375,3.922186851501465,81,76
277,3,176926,3.907175064086914,10.5703125,3.907175064086914,37,77
278,3,221313,3.7737839221954346,10.359375,3.7737839221954346,48,78
279,3,174414,3.7069408893585205,10.953125,3.7069408893585205,24,79
280,3,135888,3.3375325202941895,9.8984375,3.3375325202941895,78,80
281,3,62814,3.2748589515686035,9.84375,3.2748589515686035,80,81
282,3,173338,3.2181344032287598,9.5703125,3.2181344032287598,94,82
283,3,232512,3.0823540687561035,10.015625,3.0823540687561035,66,83
284,3,173313,3.0817251205444336,9.546875,3.0817251205444336,95,84
285,3,175175,3.0026888847351074,12.28125,3.0026888847351074,5,85
286,3,136250,2.9827380180358887,12.3359375,2.9827380180358887,4,86
287,3,136372,2.9809963703155518,9.671875,2.9809963703155518,89,87
288,3,54604,2.8540256023406982,10.546875,2.8540256023406982,40,88
289,3,115626,2.8335001468658447,10.578125,2.8335001468658447,36,89
290,3,177181,2.6956851482391357,10.0078125,2.6956851482391357,67,90
291,3,175409,2.6787431240081787,9.9765625,2.6787431240081787,72,91
292,3,177225,2.6663520336151123,10.0234375,2.6663520336151123,65,92
293,3,175449,2.4740548133850098,9.59375,2.4740548133850098,91,93
294,3,176927,2.455542802810669,9.578125,2.455542802810669,93,94
295,3,125769,2.426862955093384,9.515625,2.426862955093384,99,95
296,3,176761,2.3769211769104004,10.0078125,2.3769211769104004,68,96
297,3,176816,2.3130578994750977,10.0546875,2.3130578994750977,63,97
298,3,176924,2.218829393386841,11.265625,2.218829393386841,17,98
299,3,136377,1.3433891534805298,10.203125,1.3433891534805298,54,99
300,4,174505,18.83390998840332,23.921875,18.83390998840332,2,0
301,4,113953,17.804000854492188,22.96875,17.804000854492188,13,1
302,4,176583,17.61243438720703,23.921875,17.61243438720703,3,2
303,4,174504,17.60321044921875,23.125,17.60321044921875,10,3
304,4,175343,17.576927185058594,24.109375,17.576927185058594,0,4
305,4,177843,17.264934539794922,24.0,17.264934539794922,1,5
306,4,174187,16.96250343322754,23.703125,16.96250343322754,5,6
307,4,54673,16.827245712280273,20.46875,16.827245712280273,27,7
308,4,174153,16.812166213989258,23.34375,16.812166213989258,9,8
309,4,174160,16.21513557434082,22.890625,16.21513557434082,14,9
310,4,122671,15.731873512268066,19.359375,15.731873512268066,40,10
311,4,174209,15.716756820678711,23.40625,15.716756820678711,8,11
312,4,175314,15.55969524383545,23.421875,15.55969524383545,7,12
313,4,175676,15.463274955749512,17.890625,15.463274955749512,72,13
314,4,230724,15.378586769104004,20.5625,15.378586769104004,25,14
315,4,115495,15.238036155700684,20.765625,15.238036155700684,22,15
316,4,173364,15.162964820861816,21.359375,15.162964820861816,19,16
317,4,175259,15.080747604370117,22.890625,15.080747604370117,15,17
318,4,123470,14.664026260375977,17.78125,14.664026260375977,82,18
319,4,175731,14.641926765441895,20.703125,14.641926765441895,23,19
320,4,173902,14.512523651123047,22.25,14.512523651123047,18,20
321,4,135786,14.461549758911133,20.125,14.461549758911133,32,21
322,4,174465,14.327313423156738,21.171875,14.327313423156738,20,22
323,4,115905,14.21452808380127,20.4375,14.21452808380127,28,23
324,4,115317,14.136499404907227,22.53125,14.136499404907227,17,24
325,4,124791,14.089899063110352,22.6875,14.089899063110352,16,25
326,4,115323,14.005828857421875,23.09375,14.005828857421875,11,26
327,4,175732,13.976749420166016,20.5,13.976749420166016,26,27
328,4,177832,13.915694236755371,23.046875,13.915694236755371,12,28
329,4,54619,13.705814361572266,17.953125,13.705814361572266,66,29
330,4,54563,13.671992301940918,17.90625,13.671992301940918,70,30
331,4,135789,13.647012710571289,17.71875,13.647012710571289,89,31
332,4,121752,13.532450675964355,20.03125,13.532450675964355,33,32
333,4,173591,13.528139114379883,20.1875,13.528139114379883,31,33
334,4,174212,13.46605396270752,18.453125,13.46605396270752,54,34
335,4,173600,13.453161239624023,18.171875,13.453161239624023,59,35
336,4,114845,13.446879386901855,19.71875,13.446879386901855,35,36
337,4,176584,13.345589637756348,23.625,13.345589637756348,6,37
338,4,174341,13.210406303405762,19.859375,13.210406303405762,34,38
339,4,174216,13.144232749938965,18.109375,13.144232749938965,61,39
340,4,177824,13.07487964630127,18.265625,13.07487964630127,58,40
341,4,173776,13.053555488586426,18.359375,13.053555488586426,55,41
342,4,174171,13.026290893554688,17.796875,13.026290893554688,79,42
343,4,115658,12.939961433410645,18.734375,12.939961433410645,52,43
344,4,54554,12.920498847961426,18.328125,12.920498847961426,57,44
345,4,54547,12.606328964233398,17.921875,12.606328964233398,67,45
346,4,173413,12.539852142333984,19.109375,12.539852142333984,47,46
347,4,174002,12.528976440429688,18.96875,12.528976440429688,50,47
348,4,173307,12.528860092163086,20.421875,12.528860092163086,29,48
349,4,175429,12.391948699951172,17.6875,12.391948699951172,96,49
350,4,173801,12.290510177612305,19.09375,12.290510177612305,48,50
351,4,136275,12.164053916931152,17.78125,12.164053916931152,81,51
352,4,173793,12.138391494750977,18.34375,12.138391494750977,56,52
353,4,175596,12.103169441223145,19.609375,12.103169441223145,37,53
354,4,175086,12.098670959472656,20.359375,12.098670959472656,30,54
355,4,175671,12.074845314025879,19.28125,12.074845314025879,45,55
356,4,175324,11.941664695739746,19.265625,11.941664695739746,46,56
357,4,9175,11.933638572692871,17.984375,11.933638572692871,64,57
358,4,173777,11.845358848571777,19.328125,11.845358848571777,43,58
359,4,173903,11.786124229431152,17.765625,11.786124229431152,83,59
360,4,176689,11.762567520141602,18.046875,11.762567520141602,63,60
361,4,174515,11.75796127319336,18.703125,11.75796127319336,53,61
362,4,173774,11.752202987670898,19.296875,11.752202987670898,44,62
363,4,175358,11.740570068359375,19.34375,11.740570068359375,42,63
364,4,173998,11.650835037231445,18.796875,11.650835037231445,51,64
365,4,175723,11.63733959197998,17.6875,11.63733959197998,93,65
366,4,199911,11.542763710021973,19.359375,11.542763710021973,39,66
367,4,177844,11.501493453979492,23.703125,11.501493453979492,4,67
368,4,124472,11.462120056152344,17.65625,11.462120056152344,99,68
369,4,54584,11.322854042053223,19.375,11.322854042053223,38,69
370,4,173775,11.312812805175781,19.359375,11.312812805175781,41,70
371,4,130758,11.26888370513916,17.90625,11.26888370513916,71,71
372,4,175502,11.19151782989502,17.96875,11.19151782989502,65,72
373,4,176072,11.163766860961914,18.15625,11.163766860961914,60,73
374,4,175501,11.04781723022461,17.6875,11.04781723022461,92,74
375,4,120674,11.019037246704102,18.109375,11.019037246704102,62,75
376,4,116988,10.805604934692383,17.765625,10.805604934692383,85,76
377,4,232643,10.745680809020996,17.84375,10.745680809020996,77,77
378,4,124454,10.701375007629395,17.765625,10.701375007629395,86,78
379,4,176534,10.687135696411133,20.84375,10.687135696411133,21,79
380,4,173768,10.626341819763184,18.984375,10.626341819763184,49,80
381,4,114847,10.6100435256958,17.734375,10.6100435256958,87,81
382,4,173915,10.554991722106934,20.609375,10.554991722106934,24,82
383,4,176570,10.457199096679688,17.71875,10.457199096679688,90,83
384,4,52167,10.304527282714844,17.8125,10.304527282714844,78,84
385,4,173800,10.204667091369629,19.625,10.204667091369629,36,85
386,4,176186,10.18553352355957,17.734375,10.18553352355957,88,86
387,4,175695,10.154777526855469,17.921875,10.154777526855469,69,87
388,4,177833,10.023381233215332,17.921875,10.023381233215332,68,88
389,4,9242,9.977742195129395,17.859375,9.977742195129395,76,89
390,4,173997,9.90120792388916,17.859375,9.90120792388916,75,90
391,4,218918,9.841043472290039,17.6875,9.841043472290039,94,91
392,4,177827,9.79984188079834,17.6875,9.79984188079834,95,92
393,4,220202,9.674664497375488,17.78125,9.674664497375488,80,93
394,4,218963,9.625377655029297,17.703125,9.625377655029297,91,94
395,4,176927,9.532757759094238,17.765625,9.532757759094238,84,95
396,4,176919,9.451109886169434,17.65625,9.451109886169434,98,96
397,4,128901,9.31810474395752,17.875,9.31810474395752,74,97
398,4,137284,9.310126304626465,17.65625,9.310126304626465,97,98
399,4,174204,9.268546104431152,17.875,9.268546104431152,73,99
400,5,173776,15.440316200256348,18.46875,15.440316200256348,64,0
401,5,176562,14.777228355407715,19.203125,14.777228355407715,14,1
402,5,177826,14.28256893157959,19.453125,14.28256893157959,8,2
403,5,174002,14.135563850402832,19.0,14.135563850402832,24,3
404,5,174187,13.859864234924316,20.921875,13.859864234924316,0,4
405,5,122671,13.664349555969238,18.71875,13.664349555969238,31,5
406,5,175623,13.590179443359375,18.953125,13.590179443359375,25,6
407,5,173777,13.244508743286133,19.75,13.244508743286133,4,7
408,5,173801,13.054978370666504,18.875,13.054978370666504,26,8
409,5,175358,13.007012367248535,19.28125,13.007012367248535,12,9
410,5,54619,12.933157920837402,18.53125,12.933157920837402,48,10
411,5,54563,12.926809310913086,18.625,12.926809310913086,38,11
412,5,173775,12.895429611206055,20.859375,12.895429611206055,1,12
413,5,54584,12.710684776306152,19.625,12.710684776306152,6,13
414,5,177824,12.676246643066406,18.375,12.676246643066406,79,14
415,5,174190,12.609147071838379,19.09375,12.609147071838379,20,15
416,5,124836,12.2532377243042,19.84375,12.2532377243042,3,16
417,5,174505,12.156315803527832,18.78125,12.156315803527832,30,17
418,5,173600,12.14108943939209,19.53125,12.14108943939209,7,18
419,5,135888,12.06853199005127,19.125,12.06853199005127,18,19
420,5,173768,12.033788681030273,18.8125,12.033788681030273,28,20
421,5,54554,11.912738800048828,18.328125,11.912738800048828,91,21
422,5,124075,11.706785202026367,19.375,11.706785202026367,11,22
423,5,174515,11.67555046081543,19.0625,11.67555046081543,21,23
